City_ID,City,Country,Lat,Lng,Max Temp,Cloudiness,Wind Speed,Current Description
366,Tourlaville,FR,49.6383,-1.5664,60.22,0,5.75,clear sky
367,Tura,IN,25.5198,90.2201,73.62,100,6.93,very heavy rain
368,Adrar,MR,20.5022,-10.0711,88.03,0,3.74,clear sky
369,Pemex,MX,18.4395,-96.3461,77.52,6,5.44,clear sky
370,Corlu,TR,41.1592,27.8,60.78,0,11.5,clear sky
371,Batemans Bay,AU,-35.7167,150.1833,65.91,51,6.51,broken clouds
372,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.83,0,10.04,clear sky
373,Kefamenanu,ID,-9.4467,124.4781,78.3,50,10.2,scattered clouds
374,Najran,SA,17.4924,44.1277,80.58,99,3.83,overcast clouds
375,Faanui,PF,-16.4833,-151.75,80.4,0,15.93,clear sky
376,San Patricio,US,28.017,-97.5169,86.85,5,13.33,clear sky
377,Benjamin Aceval,PY,-24.9667,-57.5667,75.34,100,1.81,moderate rain
378,Arroio Do Meio,BR,-29.4011,-51.945,66.31,100,2.71,overcast clouds
379,Bon Air,US,37.5249,-77.5578,80.46,75,10.36,broken clouds
380,Moree,AU,-29.4667,149.85,59.45,0,7.56,clear sky
381,Zyryanka,RU,65.75,150.85,69.28,28,16.53,scattered clouds
382,Bonavista,CA,48.6499,-53.1147,50.09,5,13.02,clear sky
383,Prince George,CA,53.9166,-122.753,62.26,100,3.0,overcast clouds
384,Puerto Escondido,MX,15.85,-97.0667,79.21,100,5.06,overcast clouds
385,Marsh Harbour,BS,26.5412,-77.0636,81.32,4,7.18,clear sky
386,Safaga,EG,26.7292,33.9365,83.21,0,11.83,clear sky
387,Shitanjing,CN,39.2342,106.3439,79.21,100,13.51,overcast clouds
388,Kangaatsiaq,GL,68.3065,-53.4641,34.56,100,22.64,light snow
389,Coquimbo,CL,-29.9533,-71.3436,53.33,0,5.75,clear sky
390,Las Cruces,US,32.3123,-106.7783,86.11,0,18.99,clear sky
391,Araouane,ML,18.9048,-3.5265,85.68,100,2.82,overcast clouds
392,Asau,RO,46.4333,26.4,52.72,8,5.75,clear sky
393,Oksfjord,NO,70.2396,22.3479,44.78,17,3.44,few clouds
394,Ambon,ID,-3.6954,128.1814,84.34,20,2.3,few clouds
395,Teahupoo,PF,-17.8333,-149.2667,75.16,84,16.28,broken clouds
396,Sept-Iles,CA,50.2001,-66.3821,64.92,100,11.01,overcast clouds
397,Vestmanna,FO,62.1564,-7.1664,49.12,100,13.8,light rain
398,Leningradskiy,RU,69.3833,178.4167,38.3,89,11.18,overcast clouds
399,Mayo,US,38.8876,-76.5119,79.52,0,9.22,clear sky
400,Takhli,TH,15.2634,100.3438,87.75,96,9.69,overcast clouds
401,Marystown,CA,47.1666,-55.1483,51.55,49,7.11,scattered clouds
402,Samarai,PG,-10.6167,150.6667,82.11,89,9.26,overcast clouds
403,Evanston,US,42.0411,-87.6901,91.4,0,19.57,clear sky
404,Rassvet,RU,46.8333,40.75,56.71,4,4.56,clear sky
405,Port Moresby,PG,-9.4431,147.1797,83.01,27,4.63,scattered clouds
406,Panzhihua,CN,26.5851,101.7128,71.67,98,0.92,overcast clouds
407,Nikitinskiy,RU,54.5845,86.0115,55.06,100,8.86,overcast clouds
408,Ambilobe,MG,-13.2,49.05,67.98,83,2.68,light rain
409,Kerrville,US,30.0474,-99.1403,94.48,0,8.05,clear sky
410,Lyuban,BY,52.7985,28.0048,52.84,100,3.74,overcast clouds
411,Canatlan,MX,24.5167,-104.7833,79.97,28,19.3,scattered clouds
412,San Jeronimo,PE,-11.9472,-75.2829,46.33,8,3.36,clear sky
413,Kawalu,ID,-7.3817,108.2082,75.49,100,1.23,overcast clouds
414,Bubaque,GW,11.2833,-15.8333,79.41,100,18.5,overcast clouds
415,Bronnoysund,NO,65.4625,12.1997,50.0,75,2.3,broken clouds
416,Ternate,ID,0.8,127.4,82.63,60,2.33,broken clouds
417,Berdigestyakh,RU,62.0989,126.6992,63.61,0,8.59,clear sky
418,Husavik,IS,66.0449,-17.3389,53.38,100,5.21,overcast clouds
419,Wattegama,LK,6.7989,81.4808,75.2,100,3.76,overcast clouds
420,Fonte Boa,BR,-2.4959,-66.2662,71.83,100,1.19,overcast clouds
421,Vokhtoga,RU,58.8147,41.0461,47.73,7,5.17,clear sky
422,Taltal,CL,-25.4,-70.4833,55.74,1,1.05,clear sky
423,Mitsamiouli,KM,-11.3847,43.2844,76.75,0,4.59,clear sky
424,Kwinana,AU,-32.25,115.7667,66.34,2,1.01,clear sky
425,Severo-Yeniseyskiy,RU,60.3725,93.0408,54.64,100,1.3,moderate rain
426,Oyek,RU,52.5861,104.4556,57.58,79,4.47,broken clouds
427,Mulege,MX,26.8833,-111.9833,94.19,4,6.26,clear sky
428,Bilibino,RU,68.0546,166.4372,59.25,62,1.77,broken clouds
429,Phangnga,TH,8.4509,98.5298,77.04,100,1.28,overcast clouds
430,Guapi,CO,2.5708,-77.8854,74.64,91,3.51,moderate rain
431,Yang Talat,TH,16.3998,103.3679,88.05,92,9.53,overcast clouds
432,Nanortalik,GL,60.1432,-45.2371,37.9,92,5.59,overcast clouds
433,Bengkulu,ID,-3.8004,102.2655,78.39,100,2.59,overcast clouds
434,Aksarka,RU,66.5606,67.7975,50.45,20,7.23,few clouds
435,Qaqortoq,GL,60.7167,-46.0333,38.88,100,5.7,overcast clouds
436,Jeumont,FR,50.2966,4.1011,63.01,100,7.29,overcast clouds
437,Russell,US,32.3502,-85.1999,89.2,0,3.44,clear sky
438,Astoria,US,46.1879,-123.8313,61.56,75,8.05,broken clouds
439,Eureka,US,40.8021,-124.1637,59.74,100,3.0,overcast clouds
440,Siniscola,IT,40.5719,9.6922,65.75,10,3.11,clear sky
441,Kruisfontein,ZA,-34.0033,24.7314,45.88,100,7.4,overcast clouds
442,Iranshahr,IR,27.2025,60.6848,89.96,6,0.76,clear sky
443,Tangjiazhuang,CN,39.7333,118.45,79.75,6,6.38,clear sky
444,Yaan,NG,7.3833,8.5667,71.42,100,6.42,overcast clouds
445,Macamic,CA,48.7502,-78.9996,58.01,100,11.79,light rain
446,Yabelo,ET,4.8833,38.0833,57.7,63,5.12,broken clouds
447,Hofn,IS,64.2539,-15.2082,49.42,100,12.12,overcast clouds
448,Thompson,CA,55.7435,-97.8558,45.37,100,10.49,overcast clouds
449,Farafangana,MG,-22.8167,47.8333,67.01,0,9.66,light rain
450,Athens,GR,37.9795,23.7162,75.16,20,3.44,few clouds
451,Kandiari,PK,26.9156,68.5216,85.77,0,15.93,clear sky
452,Huaraz,PE,-9.5333,-77.5333,52.23,46,1.59,scattered clouds
453,Euclides Da Cunha,BR,-10.5075,-39.0158,62.33,5,4.5,clear sky
454,Kristiinankaupunki,FI,62.2743,21.376,46.24,0,7.25,clear sky
455,Johi,PK,26.6921,67.6133,88.56,0,12.66,clear sky
456,Yuxia,CN,34.0615,108.6291,89.46,41,2.08,scattered clouds
457,Suleja,NG,9.1758,7.1808,70.27,100,2.93,moderate rain
458,Bilma,NE,18.6853,12.9164,89.17,1,5.84,clear sky
459,Sobolevo,RU,54.4299,31.8996,51.73,100,6.31,overcast clouds
460,Manakara,MG,-22.1333,48.0167,64.87,0,8.19,clear sky
461,Gravdal,NO,68.1214,13.5031,46.85,22,5.77,few clouds
462,Berlevag,NO,70.8578,29.0864,39.2,100,10.36,overcast clouds
463,Richards Bay,ZA,-28.783,32.0377,53.82,12,4.25,few clouds
464,Arifwala,PK,30.294,73.0735,91.96,0,11.07,clear sky
465,Harlingen,US,26.1906,-97.6961,86.05,0,14.97,clear sky
466,Sabha,LY,27.0377,14.4283,76.46,0,10.36,clear sky
467,Necochea,AR,-38.5473,-58.7368,47.28,0,9.73,clear sky
468,Keta,GH,5.9179,0.9879,77.25,100,14.41,light rain
469,Muros,ES,42.7762,-9.0603,66.09,99,4.29,overcast clouds
470,San Joaquin,US,37.9333,-121.3011,83.52,0,24.16,clear sky
471,Nueve De Julio,AR,-35.4444,-60.8831,46.45,0,6.62,clear sky
472,Villa Del Rosario,CO,7.8339,-72.4742,80.98,40,3.44,scattered clouds
473,Messina,IT,38.1933,15.5497,78.19,0,9.22,clear sky
474,Maragogi,BR,-9.0122,-35.2225,74.16,100,7.9,overcast clouds
475,Waipawa,NZ,-41.4122,175.5153,48.27,100,4.07,overcast clouds
476,Bowen,AU,-20.0167,148.2333,73.72,3,10.96,clear sky
477,Hammonton,US,39.6365,-74.8024,73.11,100,8.75,overcast clouds
478,Taitung,TW,22.7583,121.1444,86.27,40,4.61,scattered clouds
479,Katsuura,JP,35.1333,140.3,73.42,100,15.23,overcast clouds
480,Ayacucho,PE,-13.1583,-74.2239,51.91,5,2.44,clear sky
481,Czersk,PL,53.7959,17.9765,48.45,0,6.44,clear sky
482,Oktyabrskiy,RU,54.4815,53.471,60.55,86,2.93,overcast clouds
483,Sibolga,ID,1.7427,98.7792,76.5,100,3.53,overcast clouds
484,Platanos,GR,37.6667,21.6167,71.08,0,4.76,clear sky
485,Kenscoff,HT,18.4506,-72.2869,62.74,100,4.61,overcast clouds
486,Gasa,PS,31.5,34.4667,74.88,0,7.72,clear sky
487,Requena,ES,39.4883,-1.1004,70.79,5,3.2,clear sky
488,Natal,BR,-5.795,-35.2094,77.22,40,4.61,scattered clouds
489,Kieta,PG,-6.2167,155.6333,83.23,99,3.94,light rain
490,Codrington,AU,-38.2667,141.9667,54.64,100,6.4,overcast clouds
491,Harbour Breton,CA,47.4833,-55.7983,51.26,0,5.88,clear sky
492,Ekuvukeni,ZA,-28.4675,30.1551,39.72,8,3.11,clear sky
493,Tumalaytay,PH,12.2758,123.232,86.16,18,4.56,few clouds
494,Udachnyy,RU,66.4167,112.4,66.45,82,8.52,broken clouds
495,Fuente De Oro,CO,3.4594,-73.6128,71.96,13,2.66,few clouds
496,Gigmoto,PH,13.7796,124.39,85.41,88,6.35,overcast clouds
497,Bosobolo,CD,4.1833,19.9,69.3,96,2.24,overcast clouds
498,Avera,US,33.194,-82.5271,87.85,0,7.16,clear sky
499,Caibarien,CU,22.5206,-79.4669,81.72,61,10.31,broken clouds
500,Bodden Town,KY,19.2833,-81.25,77.0,75,8.05,broken clouds
501,Puerto Quijarro,BO,-17.7833,-57.7667,75.96,9,2.71,clear sky
502,The Valley,AI,18.217,-63.0578,82.26,100,13.44,overcast clouds
503,Fare,PF,-16.7,-151.0167,79.41,29,13.98,light rain
504,Reshetylivka,UA,49.565,34.0782,61.47,100,2.73,overcast clouds
505,Tarakan,ID,3.3,117.6333,78.3,75,5.75,light rain
506,Beringovskiy,RU,63.05,179.3167,46.04,18,5.03,few clouds
507,Moyale,KE,3.5167,39.0584,66.65,97,8.01,overcast clouds
508,Alyangula,AU,-13.8483,136.4192,80.02,86,14.63,overcast clouds
509,Grand Gaube,MU,-20.0064,57.6608,70.38,0,1.01,clear sky
510,Catamarca,AR,-28.4696,-65.7852,47.25,0,1.74,clear sky
511,Gamba,GA,-2.65,10.0,70.72,100,4.27,overcast clouds
512,Creel,MX,27.75,-107.6333,64.72,97,0.34,overcast clouds
513,Lithgow,AU,-33.4833,150.15,51.3,15,5.97,few clouds
514,Taungdwingyi,MM,20.0167,95.55,77.67,100,10.69,overcast clouds
515,Asosa,ET,10.0667,34.5333,59.2,100,7.14,overcast clouds
516,Pafos,CY,34.7667,32.4167,71.38,0,1.14,clear sky
517,Ust-Koksa,RU,50.2696,85.6108,53.62,35,2.01,scattered clouds
518,Levin,NZ,-40.6333,175.275,58.71,61,5.82,broken clouds
519,Ulverstone,AU,-41.15,146.1667,57.22,100,2.98,overcast clouds
520,Lianran,CN,24.9227,102.485,63.14,98,4.18,overcast clouds
521,Dunkirk,FR,51.05,2.3667,65.05,100,9.01,overcast clouds
522,Floresti,MD,47.8933,28.3014,58.17,74,3.62,broken clouds
523,Paysandu,UY,-32.3214,-58.0756,53.6,100,4.07,overcast clouds
524,Igarka,RU,67.4667,86.5833,63.57,49,8.77,scattered clouds
525,Vilhena,BR,-12.7406,-60.1458,68.79,57,2.93,broken clouds
526,Bastrop,US,32.7562,-91.8724,91.08,0,1.03,clear sky
527,Two Hills,CA,53.7169,-111.7518,66.69,33,9.22,scattered clouds
528,Boa Vista,BR,2.8197,-60.6733,80.58,75,4.61,broken clouds
529,Onda,ES,39.9667,-0.25,77.9,100,3.74,overcast clouds
530,Hami,CN,42.8,93.45,81.16,100,5.97,overcast clouds
531,Carballo,ES,43.213,-8.691,67.42,84,1.61,broken clouds
532,Manta,EC,-0.95,-80.7333,73.18,75,11.5,broken clouds
533,Kholm,RU,59.2667,32.85,49.78,81,6.96,broken clouds
534,Muyezerskiy,RU,63.9333,31.65,45.37,100,8.48,overcast clouds
535,Rio Gallegos,AR,-51.6226,-69.2181,30.25,0,14.97,clear sky
536,Wuzhou,CN,23.4833,111.3167,77.02,100,1.25,heavy intensity rain
537,Edd,ER,13.9297,41.6925,87.1,46,7.87,scattered clouds
538,Tougue,GN,11.4667,-11.6,71.15,100,3.31,light rain
539,Loviisa,FI,60.4566,26.2251,54.28,100,10.38,overcast clouds
540,Trairi,BR,-3.2778,-39.2689,75.02,34,7.74,scattered clouds
541,Meadow Lake,US,34.8014,-106.5436,92.68,64,17.58,broken clouds
542,Balclutha,NZ,-46.2339,169.75,45.84,8,1.28,clear sky
543,Semporna,MY,4.4818,118.6112,81.61,68,4.05,broken clouds
544,Labuhan,ID,-6.8844,112.2051,80.89,26,7.02,scattered clouds
545,Karasjok,NO,69.4719,25.5112,39.38,100,4.07,overcast clouds
546,Ust-Maya,RU,60.4167,134.5333,68.05,98,0.85,overcast clouds
547,Vicar,ES,36.8316,-2.6427,84.4,41,9.15,scattered clouds
548,Mahon,ES,39.8885,4.2658,70.36,0,3.44,clear sky
549,Wichita,US,37.6922,-97.3375,94.01,0,17.27,clear sky
550,Itacoatiara,BR,-3.1431,-58.4442,74.03,5,2.73,clear sky
551,Qandala,SO,11.472,49.8728,89.42,99,5.99,overcast clouds
552,Gimli,CA,50.6336,-96.9907,71.62,0,8.05,clear sky
553,Umm Lajj,SA,25.0213,37.2685,81.1,0,8.77,clear sky
554,Rio Grande,BR,-32.035,-52.0986,55.94,100,3.96,moderate rain
555,Kudahuvadhoo,MV,2.6708,72.8944,83.5,100,10.04,overcast clouds
556,Shache,CN,38.4167,77.2406,72.72,75,16.42,broken clouds
557,Xinmin,CN,41.9908,122.8253,73.87,100,11.5,overcast clouds
558,Toyota,JP,35.0833,137.15,80.62,100,4.9,overcast clouds
559,Auki,SB,-8.7676,160.7034,84.06,9,3.51,clear sky
560,Clarksburg,US,39.2807,-80.3445,80.71,15,5.82,heavy intensity rain
561,Tahoua,NE,14.8888,5.2692,82.6,93,7.65,light rain
562,Viedma,AR,-40.8135,-62.9967,47.05,56,11.9,broken clouds
563,Mayumba,GA,-3.432,10.6554,70.65,39,2.64,scattered clouds
564,Deputatskiy,RU,69.3,139.9,47.32,89,3.47,overcast clouds
565,Padang,ID,-0.9492,100.3543,78.85,97,1.68,overcast clouds
566,Rayong,TH,12.8333,101.4333,88.79,75,5.06,broken clouds
567,Dunedin,NZ,-45.8742,170.5036,45.61,7,4.94,clear sky
568,Sibu,MY,2.3,111.8167,79.11,40,2.3,scattered clouds
569,Kaliyaganj,IN,25.6333,88.3167,82.74,90,8.48,heavy intensity rain
570,Oeiras,BR,-7.0253,-42.1311,79.56,94,5.97,overcast clouds
571,Tromso,NO,69.6496,18.957,45.37,100,10.36,overcast clouds
572,George Town,MY,5.4112,100.3354,78.73,20,0.0,few clouds
573,Inhambane,MZ,-23.865,35.3833,60.4,0,7.02,clear sky
574,Tiruchchendur,IN,8.4833,78.1167,82.69,100,3.29,overcast clouds
575,Mulchen,CL,-37.7167,-72.2333,44.29,100,2.08,overcast clouds
576,Hualmay,PE,-11.0964,-77.6139,62.4,17,13.56,few clouds
577,Sylvan Lake,CA,52.3168,-114.0853,64.35,100,12.66,overcast clouds
578,Cocobeach,GA,1.0002,9.5823,75.34,100,8.9,light rain
579,Quatre Cocos,MU,-20.2078,57.7625,70.09,0,6.69,clear sky
580,Vostok,RU,46.4856,135.8833,73.0,53,1.14,broken clouds
581,Constitucion,CL,-35.3333,-72.4167,48.94,88,8.19,overcast clouds
582,Conceicao Do Araguaia,BR,-8.2578,-49.2647,76.6,94,2.73,overcast clouds
583,Waingapu,ID,-9.6567,120.2641,82.36,54,14.81,broken clouds
584,Kimparana,ML,12.8347,-4.9244,81.97,100,11.97,overcast clouds
585,Puerto El Triunfo,SV,13.2833,-88.55,77.92,100,4.07,overcast clouds
586,Nago,JP,26.5881,127.9761,81.45,100,6.82,moderate rain
587,Bukachacha,RU,52.9833,116.9167,72.23,23,4.47,few clouds
588,Zhangjiakou,CN,40.81,114.8794,74.44,90,5.37,overcast clouds
589,Kinston,US,35.2627,-77.5816,78.94,100,8.7,overcast clouds
590,Chumikan,RU,54.7183,135.315,44.85,54,7.45,broken clouds
591,Itarema,BR,-2.9248,-39.9167,76.01,11,9.73,few clouds
592,Vieste,IT,41.8825,16.175,75.13,8,0.36,clear sky
593,Banda Aceh,ID,5.5577,95.3222,80.51,98,4.68,overcast clouds
594,Hun,LY,29.1268,15.9477,74.26,0,3.69,clear sky
595,Pavlivka,UA,49.4414,28.4596,53.67,100,4.43,overcast clouds
596,Brewster,US,41.3973,-73.6171,68.34,100,9.22,overcast clouds
597,Luganville,VU,-15.5333,167.1667,83.59,100,9.28,overcast clouds
598,Xiaolingwei,CN,32.0333,118.85,87.78,0,10.4,clear sky
599,Poum,NC,-20.2333,164.0167,79.23,100,13.15,overcast clouds
600,Placido De Castro,BR,-10.3353,-67.1856,75.36,74,2.64,broken clouds
601,Goroka,PG,-6.0834,145.3873,71.96,100,3.11,overcast clouds
602,Bara,NG,10.3744,10.7288,74.26,100,5.37,overcast clouds
603,Hambantota,LK,6.1241,81.1185,78.8,100,12.77,overcast clouds
604,Sao Bento Do Sul,BR,-26.2503,-49.3786,53.4,19,2.8,few clouds
605,Guerrero Negro,MX,27.9769,-114.0611,68.9,0,18.97,clear sky
606,Aklavik,CA,68.2191,-135.0107,71.53,21,6.17,light rain
607,Sorong,ID,-0.8833,131.25,80.98,100,0.78,overcast clouds
608,Coffs Harbour,AU,-30.3,153.1333,66.16,0,9.22,clear sky
609,Westerland,DE,54.9079,8.3033,53.62,40,3.44,scattered clouds
610,Karwar,IN,14.8,74.1333,78.96,100,1.05,overcast clouds
611,Toktogul,KG,41.8708,72.9402,64.45,100,1.14,overcast clouds
612,Bongandanga,CD,1.5,21.05,70.63,100,1.43,overcast clouds
613,Shieli,KZ,44.1667,66.75,75.63,0,10.89,clear sky
614,Poya,NC,-21.35,165.15,80.35,99,3.6,light rain
615,Kamenka,RU,51.3223,42.7678,52.16,0,6.38,clear sky
616,Wilmington,US,34.2257,-77.9447,78.71,0,9.22,clear sky
617,Lermontovka,RU,47.1453,134.3383,73.85,89,8.66,overcast clouds
618,Dafeng,CN,23.4517,108.5881,76.8,100,3.94,overcast clouds
619,Tripoli,LY,32.8752,13.1875,75.09,0,8.32,clear sky
620,Mubende,UG,0.5606,31.39,62.11,71,1.19,broken clouds
621,Barajevo,RS,44.5789,20.4158,67.48,100,2.04,overcast clouds
622,Uttarkashi,IN,30.7333,78.45,75.54,93,1.83,overcast clouds
623,Morris,US,40.8334,-74.5329,70.81,100,5.75,overcast clouds
624,Winslow,US,35.0242,-110.6974,98.78,0,17.27,clear sky
625,Hearst,CA,49.6835,-83.6665,62.85,46,13.71,scattered clouds
626,Mount Pleasant,US,32.7941,-79.8626,82.0,75,16.11,broken clouds
627,Alto Araguaia,BR,-17.3147,-53.2153,70.86,0,3.11,clear sky
628,Jaisalmer,IN,26.9147,70.9181,81.64,0,23.02,clear sky
629,Rafsanjan,IR,30.4067,55.9939,78.42,0,10.04,clear sky
630,Sawakin,SD,19.1059,37.3321,82.87,5,3.24,clear sky
631,Mahibadhoo,MV,3.7833,72.9667,83.62,100,10.29,overcast clouds
632,Linxia,CN,35.6003,103.2064,68.67,94,1.16,overcast clouds
633,Sandnessjoen,NO,66.0217,12.6316,49.64,100,5.01,overcast clouds
634,Lindas,NO,60.7381,5.16,54.72,100,5.86,overcast clouds
635,Gananoque,CA,44.3334,-76.1661,76.59,11,13.31,few clouds
636,Bonthe,SL,7.5264,-12.505,77.76,100,6.55,moderate rain
637,Jalu,LY,29.0331,21.5482,78.78,5,10.74,clear sky
638,Ust-Omchug,RU,61.15,149.6333,50.18,100,0.34,light rain
639,Kesova Gora,RU,57.5836,37.2922,49.44,89,6.4,overcast clouds
640,Sorland,NO,67.667,12.6934,46.26,100,5.06,overcast clouds
641,Poplar Bluff,US,36.757,-90.3929,94.78,0,0.0,clear sky
642,Bandarbeyla,SO,9.4942,50.8122,78.48,94,20.83,overcast clouds
643,Riyadh,SA,24.6877,46.7219,86.14,10,5.53,clear sky
644,Felipe Carrillo Puerto,MX,19.5833,-88.05,77.25,14,5.21,few clouds
645,Ishigaki,JP,24.3448,124.1572,82.53,75,12.66,broken clouds
646,Glendive,US,47.1053,-104.7125,79.48,0,3.44,clear sky
647,Koutiala,ML,12.3917,-5.4642,79.29,80,11.36,broken clouds
648,Charlestown,AU,-32.95,151.6667,65.1,5,1.01,clear sky
649,Venezuela,VE,8.0,-66.0,78.48,16,9.15,few clouds
650,Nerchinskiy Zavod,RU,51.3088,119.61,72.64,12,2.64,few clouds
651,Lewistown,US,40.5992,-77.5714,79.2,75,0.0,broken clouds
652,Olteni,RO,44.1833,25.2833,62.87,6,1.54,clear sky
653,Altay,CN,47.8667,88.1167,63.93,98,2.15,overcast clouds
654,Tiarei,PF,-17.5333,-149.3333,82.42,38,18.37,scattered clouds
655,Porto Novo,BJ,6.4965,2.6036,78.62,100,6.53,light rain
656,Moorhead,US,46.8739,-96.7676,75.22,20,16.11,few clouds
657,Hargeysa,SO,9.56,44.065,70.38,100,23.78,overcast clouds
658,Bam,IR,29.106,58.357,88.48,3,15.01,clear sky
659,Cap Malheureux,MU,-19.9842,57.6142,70.47,0,1.01,clear sky
660,Mundo Nuevo,MX,18.7,-95.5,81.88,1,12.12,clear sky
661,Zhangye,CN,38.9342,100.4517,80.22,36,2.44,scattered clouds
662,Shahr-E Kord,IR,32.3256,50.8644,49.77,0,2.3,clear sky
663,Hoquiam,US,46.9809,-123.8893,63.45,0,9.22,clear sky
664,Tairua,NZ,-37.0167,175.85,61.92,100,3.69,overcast clouds
665,Peniche,PT,39.3558,-9.3811,63.09,100,2.59,overcast clouds
666,Bonnyville,CA,54.2668,-110.735,67.32,99,10.85,overcast clouds
667,Nueva Guinea,NI,11.6876,-84.4562,73.85,100,1.92,heavy intensity rain
668,Qinzhou,CN,21.95,108.6167,84.52,98,15.79,overcast clouds
669,Havelock,US,34.8791,-76.9013,80.55,20,8.05,few clouds
670,Amurzet,RU,47.6967,131.0981,67.64,100,2.37,overcast clouds
671,Henties Bay,NA,-22.116,14.2845,57.22,3,8.72,clear sky
672,Serebryansk,KZ,49.6925,83.2892,58.32,22,0.34,few clouds
673,Fereydun Kenar,IR,36.6864,52.5225,73.62,0,0.0,clear sky
674,Alvaraes,BR,-3.2208,-64.8042,72.32,41,0.54,scattered clouds
675,Morki,RU,56.4303,48.9947,52.72,27,3.74,scattered clouds
676,Lebanon,US,36.2081,-86.2911,91.62,84,1.25,broken clouds
677,Kibondo,TZ,-3.5864,30.7203,61.2,8,1.57,clear sky
678,Augusto Correa,BR,-1.0217,-46.635,72.7,25,2.89,scattered clouds
679,Pushkino,RU,56.0172,37.8667,57.09,20,5.84,few clouds
680,Buala,SB,-8.145,159.5921,83.28,87,9.64,light rain
681,Alakurtti,RU,66.9672,30.3491,42.04,100,14.32,overcast clouds
